gene_name	z_mean	pvalue	upregulated
CTSF	-3.520922144474278	5.915201463345701e-7	DOWN
SPRED1	-2.8674837094367764	4.6602764655871655e-6	DOWN
CYP11A1	-2.2108295157650337	6.867226244014402e-6	DOWN
ASPHD1	-1.9461935428120705	7.102490504166725e-5	DOWN
CDHR1	-3.577649915351212	1.6508441758577e-4	DOWN
CYP2J2	-0.9418797828993928	1.9573573931154e-4	DOWN
FTCD	-2.840077427544644	2.0735848009186e-4	DOWN
FAM178B	-1.1820615770716418	2.2162848278497e-4	DOWN
PRSS35	-2.307847827537423	3.2690854640032e-4	DOWN
ZNF391	-0.9697394256151134	3.5654954684962e-4	DOWN
EFR3B	-3.532852378718049	4.1110195494458e-4	DOWN
ALMS1	-2.982747520333382	4.7465696601568e-4	DOWN
RHOD	-2.5797221753984965	4.964564582486e-4	DOWN
CCDC88B	-0.3698448741620286	6.192027230365e-4	DOWN
ZNF502	-2.421233159143032	6.662174210978e-4	DOWN
CA14	-1.3217320534875747	9.5110025506591e-4	DOWN
SIRT4	-0.8002290623852422	9.8633361478685e-4	DOWN
PMFBP1	-3.220565244801444	0.00127938067304072	DOWN
NKX3-1	-2.374577348686171	0.00177806015163227	DOWN
PAQR4	-1.5648346941624158	0.00181063427561077	DOWN
ZNF727	-1.4592175095243909	0.00199814650018043	DOWN
ITIH4	-2.9476395947574883	0.00208030444683825	DOWN
ATP8B1	-3.068709568077746	0.0021498548242568	DOWN
MFSD13A	-0.6450136836951209	0.00215226314880326	DOWN
SMPD3	-1.6527159263388889	0.00215446101979324	DOWN
HSD11B2	-3.046928380378437	0.00231192787896666	DOWN
LAMC3	-3.0341622527353205	0.00241204666961442	DOWN
CCHCR1	-1.8927608159663727	0.0026262053711079	DOWN
RHOV	-0.11778826213290385	0.003227007712599	DOWN
SPIRE2	-2.4701536252991887	0.00331263177548092	DOWN
SLC25A23	-1.988490685661916	0.00331806362240925	DOWN
PANK4	-0.09217888388176232	0.00353464654869389	DOWN
KCNK3	-0.39844266541646034	0.00358053361018239	DOWN
CYP2R1	-2.8701282398502763	0.00410305356945932	DOWN
FBXO41	-2.4527909874214533	0.00478085242862744	DOWN
C1orf226	-2.0780135758451928	0.00515713911821388	DOWN
PYGM	-0.13192657532831248	0.00527217546111416	DOWN
TRANK1	-2.7857684301044694	0.00534010054762706	DOWN
WDR91	-0.23473267760468863	0.00556417166559418	DOWN
ASPDH	-3.130894044427166	0.00581692327460713	DOWN
