gene_name	z_mean	pvalue
KCNG1	5.134983648919598	2.8216855521173816e-7
UCN	5.050512390445699	4.406265276731804e-7
CTSF	-3.520922144474278	5.915201463345701e-7
MYH7B	2.2525334313814422	3.808025912605447e-6
ASB16	4.6519482580860405	4.411344829446273e-6
SPRED1	-2.8674837094367764	4.6602764655871655e-6
CYP11A1	-2.2108295157650337	6.867226244014402e-6
GLYCTK	3.961429613225416	3.087834834275348e-5
PPP1R13B	1.4315431657543554	4.2322813242410126e-5
ASPHD1	-1.9461935428120705	7.102490504166725e-5
IGLON5	0.8988101077638534	1.2637918697465e-4
LRFN4	3.813750896331378	1.3687343376004e-4
ZNF132	3.742791726750867	1.4980233126572e-4
HSPA6	1.983962008672059	1.5957138803379e-4
CDHR1	-3.577649915351212	1.6508441758577e-4
CYP2J2	-0.9418797828993928	1.9573573931154e-4
FTCD	-2.840077427544644	2.0735848009186e-4
LYG1	3.621784779618365	2.1559420536323e-4
SP4	2.724565001169574	2.2095652723287e-4
FAM178B	-1.1820615770716418	2.2162848278497e-4
ZNF584	3.784255878198391	2.7049496081282e-4
PRSS35	-2.307847827537423	3.2690854640032e-4
ELOVL2	2.847512464533169	3.5106597745338e-4
ZNF391	-0.9697394256151134	3.5654954684962e-4
EFR3B	-3.532852378718049	4.1110195494458e-4
EFNA4	3.509139057191452	4.495597921386e-4
ALMS1	-2.982747520333382	4.7465696601568e-4
RHOD	-2.5797221753984965	4.964564582486e-4
