gene_name	z_mean	pvalue
BRD2	-0.5046192520729577	2.6921601674997675e-5
CCHCR1	-1.0386665933123316	5.6421156230999e-4
HLA-DOA	-1.3888649685264518	5.8607487479039e-4
DAPK2	-1.60410054985564	8.081117511439e-4
HLA-DMA	0.4196063002484789	0.00103203947281927
GRIA2	-2.520251957263028	0.00107322433715679
STARD9	3.1869279726631863	0.00143792578695844
SGCB	1.2847069969503215	0.00162315271496145
RDH12	-3.0521676007916634	0.00227195206355062
VARS2	1.161343117442156	0.00238795084823985
PRSS27	-2.937516768396528	0.00330852279133866
PCP4L1	-2.8743374116914944	0.00404876169948523
LY6D	2.163375372784818	0.00405418100880621
NHLRC4	2.189861205684054	0.0044163309730119
