gene_name	z_mean	pvalue	upregulated
BRD2	-0.5046192520729577	2.6921601674997675e-5	DOWN
CCHCR1	-1.0386665933123316	5.6421156230999e-4	DOWN
HLA-DOA	-1.3888649685264518	5.8607487479039e-4	DOWN
DAPK2	-1.60410054985564	8.081117511439e-4	DOWN
GRIA2	-2.520251957263028	0.00107322433715679	DOWN
RDH12	-3.0521676007916634	0.00227195206355062	DOWN
PRSS27	-2.937516768396528	0.00330852279133866	DOWN
PCP4L1	-2.8743374116914944	0.00404876169948523	DOWN
GFRA2	-1.1702131144494698	0.00452762046126899	DOWN
HLA-C	-0.2224019013565516	0.00675397368948898	DOWN
PIF1	-2.585017610699113	0.00719247210548187	DOWN
ITPR3	-0.35382608689748996	0.00801381976000831	DOWN
GPRC5B	-2.3247330625023808	0.00950280706550982	DOWN
CADM2	-2.4009546508643433	0.01128187210335676	DOWN
