gene_name	z_mean	pvalue
BRD2	-0.5046192520729577	2.6921601674997675e-5
CCHCR1	-1.0386665933123316	5.6421156230999e-4
HLA-DOA	-1.3888649685264518	5.8607487479039e-4
DAPK2	-1.60410054985564	8.081117511439e-4
HLA-DMA	0.4196063002484789	0.00103203947281927
GRIA2	-2.520251957263028	0.00107322433715679
STARD9	3.1869279726631863	0.00143792578695844
SGCB	1.2847069969503215	0.00162315271496145
RDH12	-3.0521676007916634	0.00227195206355062
VARS2	1.161343117442156	0.00238795084823985
PRSS27	-2.937516768396528	0.00330852279133866
PCP4L1	-2.8743374116914944	0.00404876169948523
LY6D	2.163375372784818	0.00405418100880621
NHLRC4	2.189861205684054	0.0044163309730119
GFRA2	-1.1702131144494698	0.00452762046126899
GUCA1B	1.8913736018726184	0.00484147554128562
ANKRD45	0.3774732660110971	0.00523850748771034
TANC1	3.089979730013693	0.00657814970688989
HLA-C	-0.2224019013565516	0.00675397368948898
PIF1	-2.585017610699113	0.00719247210548187
ITPR3	-0.35382608689748996	0.00801381976000831
MAP1A	2.6101710074814553	0.00904969715183256
GPR135	2.2742637369401604	0.00906465344560121
GPRC5B	-2.3247330625023808	0.00950280706550982
ANKDD1A	2.840978407975681	0.00960549423267481
QPCT	2.282890443256647	0.00979738274198806
LENG1	2.5509367774054916	0.0107433812580876
EML5	2.54593604948477	0.01089851522724424
