gene,gene_name,zscore,effect_size,pvalue,var_g,pred_perf_r2,pred_perf_pval,pred_perf_qval,n_snps_used,n_snps_in_cov,n_snps_in_model,best_gwas_p,largest_weight
ENSG00000205659.10,LIN52,-3.595268009414604,-0.5547317355751017,0.00032405779362177945,0.02600191387040275,0.1092147682646297,7.887610812285074e-05,NA,45,45,45,0.00019599998679648413,0.14494438986945146
ENSG00000064835.10,POU1F1,-3.4387190222720565,-0.43325455213564845,0.0005844735261922079,0.04550337288075258,0.04348911034932642,0.020144013026907947,NA,30,30,30,0.001059000138400845,0.1555005439686142
ENSG00000164610.8,RP9,3.2173415150056157,0.46309168146729823,0.0012938448720140727,0.03001786063103439,0.18273707908508924,3.7314978272880375e-07,NA,13,14,14,0.00031820008257901327,0.05076012735964524
ENSG00000132507.17,EIF5A,3.1853996413869234,0.477620608489613,0.0014455423207674696,0.026194868036060793,0.2422361063928677,3.9717219912994974e-09,NA,6,8,8,0.001213000014313745,0.06579418503666315
ENSG00000142945.12,KIF2C,3.161843413240127,0.48066332746902724,0.001567738418177309,0.02991578310863793,0.031786778686913986,0.039478882205468836,NA,20,20,20,0.0008937002697188514,0.25505736658262795
ENSG00000173988.12,LRRC63,-3.0513837288474104,-0.3851011414510463,0.0022778925271454776,0.03243352597950806,0.0999545029385272,0.0003245076445784451,NA,53,55,55,0.010850003578539028,0.33050293807012515
ENSG00000130669.17,PAK4,-2.9858335596155667,-1.0666813912598532,0.002828065221468676,0.004705014080049051,0.07924864868862935,0.0006484598625631608,NA,10,10,10,0.0026640004213728014,0.06729964117726707
ENSG00000125388.19,GRK4,-2.9533918135084902,-0.5185996719559917,0.0031430275533865576,0.018882462085588442,0.19677415584216545,1.5491641102495922e-07,NA,10,11,11,0.002663000608700656,0.05001212168109625
ENSG00000139154.14,AEBP2,2.9232810304595325,0.942339503770573,0.003463637468444034,0.0057848564309704725,0.03445729203783532,0.030347512520502388,NA,7,7,7,0.002257000188903363,0.04482026363996825
ENSG00000228022.5,HCG20,2.920384168624879,1.1605143602232586,0.003496001307369452,0.002450995746000924,0.1287105325100143,3.247767388244213e-05,NA,1,33,33,0.003496001307369459,0.15880916217734845
ENSG00000159871.14,LYPD5,2.9148626127427173,0.5173710400275114,0.0035584515441405775,0.017196437644141836,0.08643380837529495,0.0009081543967337773,NA,47,48,48,0.000691799992622614,0.1562993617935583
ENSG00000213676.10,ATF6B,2.8822077619321447,1.4990160829076673,0.003948992576192995,0.0018825767085301327,0.08435189621064829,0.000956057457027076,NA,12,43,43,0.004708000564038585,0.037864807012477936
ENSG00000281332.1,LINC00997,2.880289586012657,0.4092288406450738,0.003973100553097724,0.030545235109192603,0.05965726695996323,0.005586259899556408,NA,39,40,40,0.00031820008257901327,0.09744691284230407
ENSG00000145194.17,ECE2,2.87660511211719,0.33708543384326267,0.004019782906549188,0.047511934055331356,0.28963145375156,1.3109892806242898e-11,NA,25,25,25,0.002566999323111403,0.06636715256849711
ENSG00000221953.5,C1orf229,2.857185707078294,0.22410574525446395,0.00427415688404323,0.08808742294861097,0.2951281674033029,8.688915526150806e-12,NA,33,33,33,0.0027969992142793947,0.10939059611910908
