gene_name	z_mean	pvalue	upregulated
HLA-DMA	0.4196063002484789	0.00103203947281927	UP
STARD9	3.1869279726631863	0.00143792578695844	UP
SGCB	1.2847069969503215	0.00162315271496145	UP
VARS2	1.161343117442156	0.00238795084823985	UP
LY6D	2.163375372784818	0.00405418100880621	UP
NHLRC4	2.189861205684054	0.0044163309730119	UP
GUCA1B	1.8913736018726184	0.00484147554128562	UP
ANKRD45	0.3774732660110971	0.00523850748771034	UP
TANC1	3.089979730013693	0.00657814970688989	UP
MAP1A	2.6101710074814553	0.00904969715183256	UP
GPR135	2.2742637369401604	0.00906465344560121	UP
ANKDD1A	2.840978407975681	0.00960549423267481	UP
QPCT	2.282890443256647	0.00979738274198806	UP
LENG1	2.5509367774054916	0.0107433812580876	UP
EML5	2.54593604948477	0.01089851522724424	UP
RNF212	1.1288155277371932	0.01111079603998954	UP
TTC7A	1.115019126624172	0.01411489230283445	UP
SYNPO	2.4525892672113283	0.01418321831368135	UP
GSTM3	1.2980486441617494	0.01529102105791879	UP
LYG1	0.5272732512181104	0.01559451240828295	UP
SYNM	1.0764205232121469	0.01671219440685504	UP
SCGB3A1	0.326840438365748	0.01819913447425846	UP
CERS1	1.1676295024194143	0.01876708154551598	UP
MAGI3	1.4343894815844684	0.02016059243023429	UP
CKMT1A	1.9553203268510213	0.02056652863614816	UP
WNT5A	1.721966102704658	0.02179911986510917	UP
CLCA4	2.428385432518301	0.02325416182960077	UP
CD209	1.762078770848096	0.02342560294107128	UP
PNMT	2.2196878551155494	0.02416888310745935	UP
SNAP91	2.086489276628931	0.02444910245591147	UP
LRRC56	0.5639619328353179	0.02540041281021396	UP
WDR91	1.2073393424730043	0.02553598701129755	UP
PLA2G4C	0.502599853263861	0.02560369132996981	UP
TUBA8	1.8186983944521915	0.02583340932466472	UP
PTGR2	1.9612707407264305	0.02626519343610892	UP
EMX2	2.2124659329999816	0.02693448757149888	UP
FGF2	2.211840875059865	0.02697766171210262	UP
CCDC152	1.3483455385234595	0.02980050206686641	UP
RASSF7	2.168080494274459	0.03015256266069715	UP
SH3D19	0.04961990088185275	0.03067366989250407	UP
PTPN13	1.5656400026166646	0.03068381648224448	UP
CBLN1	1.7839945685766678	0.03203303830179498	UP
ZNF239	0.28461337686981997	0.03327365676126553	UP
TMEM178A	1.7222117985257754	0.03420270481202425	UP
CCNE1	2.109428480523804	0.03490761330280652	UP
CHST3	2.1083290741544145	0.03500253474461178	UP
ANLN	2.1079766274145157	0.03503301118571816	UP
ADRB1	2.098435817180241	0.03586666407522659	UP
CLDN3	0.9844017494574814	0.03653284572622578	UP
KCNG1	2.0819515769860275	0.03734689296139089	UP
SPR	2.0784566441969266	0.03766732018967986	UP
ZNF124	2.404307092554443	0.03845578873064839	UP
GGT1	0.13140045113052262	0.04057799011667947	UP
KCNN4	1.6103054242486692	0.04116436390772127	UP
RGS18	2.037308735616706	0.04161911298288731	UP
MUC6	0.01258460368996864	0.04237597125163759	UP
HES6	1.9270657640818225	0.04306115950588233	UP
GH1	1.9542090338274531	0.05067650139356388	UP
S1PR2	1.9492859181414812	0.05126128931729867	UP
SLC22A18	1.0267390706910744	0.05215736021131184	UP
MICALL2	1.9162860193081697	0.05258134651618264	UP
CCDC3	0.7922240457967297	0.05302086493680602	UP
HLA-DQB1	0.6040787191156796	0.05598235057800717	UP
FZD6	0.7317837318879767	0.05665432396279825	UP
DNAJB13	1.072978700838068	0.05801478556350231	UP
ART3	0.3349384796125068	0.05918058203450792	UP
KLHL3	2.128884451050381	0.060446533314572	UP
GREM1	1.9843992089622329	0.06069272093718913	UP
IGF1	1.8487680495851893	0.06449131274374005	UP
AMDHD2	1.5697635454524148	0.0658185902484923	UP
PPFIA3	1.8328409048381675	0.06682623408108226	UP
CDKN1C	1.8167610881731933	0.06925370337414347	UP
IDUA	1.2316330256776948	0.06946763241458691	UP
PRICKLE2	1.4458434686119988	0.07025990055152456	UP
TK1	1.915161588359939	0.07049509729179329	UP
C1QTNF4	1.9863030354164048	0.0711431727059824	UP
LYNX1	0.7379402750697116	0.07117065263135323	UP
FKBP11	1.7341598492113086	0.07159670542257375	UP
C5orf58	0.39478448255931586	0.07203389942908055	UP
PDE4C	1.358079301077016	0.07210479123990604	UP
BDKRB2	0.9423593106388096	0.07254556079478304	UP
GNRH1	1.794873690864665	0.07267382652722405	UP
HCK	1.7946577776011592	0.07270824155766817	UP
STX1A	0.8339008821059478	0.07280612547519093	UP
CFAP70	0.9999454210606596	0.0729144401213935	UP
SHTN1	1.7884278500931114	0.07370700641162793	UP
PDE1A	1.1677548241418223	0.07480169537972732	UP
CNTN4	1.3550259643063725	0.07500846010019649	UP
ZNF491	0.41748196795334974	0.07519159503805502	UP
PIK3CD	0.03302875467386224	0.07583734744349473	UP
RIPK2	0.19440836461618227	0.07621050377317502	UP
ZSCAN1	1.6869549391683645	0.07794729178862014	UP
SEMA5B	1.67243472270576	0.07798488615712208	UP
A4GALT	1.731950684694094	0.07813688623716618	UP
CLEC2D	1.7561090281286134	0.07906979387587834	UP
SGPP2	1.4431117005924743	0.07915499355762065	UP
GABRB3	1.7530021902343085	0.07960163112727568	UP
ZBTB7C	1.748145407182098	0.0804388520138581	UP
HLA-DRB1	0.9631373061163824	0.08087428739086265	UP
FZD8	1.7454560728674913	0.08090551242779281	UP
SETBP1	1.7399282056437133	0.08187162526980198	UP
CTRB2	1.7356140707139989	0.08263209632672144	UP
LDHD	1.6061202523533475	0.0837822588431	UP
ZNF503	0.07257982447384508	0.08522325530807326	UP
ZNF404	1.8719264074494255	0.08551546135201653	UP
EVA1B	1.0148317921308203	0.08638449753797024	UP
COL5A2	1.7083543594335373	0.08757061048331702	UP
BAIAP2L2	0.0674096411860073	0.08879692882298129	UP
AADAT	1.6987445647945023	0.08900025380480411	UP
ZNF135	0.00808749052928683	0.0901724219189948	UP
SLC15A2	1.1224257808958364	0.0911898370645861	UP
CENPO	1.3249320896330028	0.09124171969779048	UP
SPATA6	1.6478875561209367	0.0914921351512412	UP
PIEZO1	0.2847284307442828	0.09320938732611538	UP
FIGN	0.9744432656120964	0.093273527769198325	UP
SLC26A1	0.6418078512264243	0.09400097354453826	UP
RECQL4	0.3663380367210736	0.09432524532000015	UP
EIF2AK3	1.826695535078916	0.09498361319475712	UP
GFRA1	1.7788290627799377	0.09532374920966193	UP
PCDHB12	0.4013510972205578	0.09709964614931071	UP
ANKRD36C	0.32381440748956947	0.09879822788689276	UP
CISD3	0.983186055667994	0.09994910929711474	UP
CSDC2	0.2639186351576451	0.0999687711060061	UP
EXD3	0.8043492744069176	0.1002337759329701	UP
LYPD5	0.4289979863018392	0.10158921355038752	UP
MEDAG	1.6287471842781047	0.1033665496283939	UP
