gene_name	z_mean	pvalue
BRD2	-0.5046192520729577	2.6921601674997675e-5
CCHCR1	-1.0386665933123316	5.6421156230999e-4
HLA-DOA	-1.3888649685264518	5.8607487479039e-4
DAPK2	-1.60410054985564	8.081117511439e-4
HLA-DMA	0.4196063002484789	0.00103203947281927
GRIA2	-2.520251957263028	0.00107322433715679
STARD9	3.1869279726631863	0.00143792578695844
SGCB	1.2847069969503215	0.00162315271496145
RDH12	-3.0521676007916634	0.00227195206355062
VARS2	1.161343117442156	0.00238795084823985
PRSS27	-2.937516768396528	0.00330852279133866
PCP4L1	-2.8743374116914944	0.00404876169948523
LY6D	2.163375372784818	0.00405418100880621
NHLRC4	2.189861205684054	0.0044163309730119
GFRA2	-1.1702131144494698	0.00452762046126899
GUCA1B	1.8913736018726184	0.00484147554128562
ANKRD45	0.3774732660110971	0.00523850748771034
TANC1	3.089979730013693	0.00657814970688989
HLA-C	-0.2224019013565516	0.00675397368948898
PIF1	-2.585017610699113	0.00719247210548187
ITPR3	-0.35382608689748996	0.00801381976000831
MAP1A	2.6101710074814553	0.00904969715183256
GPR135	2.2742637369401604	0.00906465344560121
GPRC5B	-2.3247330625023808	0.00950280706550982
ANKDD1A	2.840978407975681	0.00960549423267481
QPCT	2.282890443256647	0.00979738274198806
LENG1	2.5509367774054916	0.0107433812580876
EML5	2.54593604948477	0.01089851522724424
RNF212	1.1288155277371932	0.01111079603998954
CADM2	-2.4009546508643433	0.01128187210335676
MPP2	-0.6412874173488097	0.01209823767524372
ELL3	-2.479992474505864	0.01313851556271357
PCDHGA3	-2.47577776398976	0.01329463031184815
SDR16C5	-0.4854866548246328	0.0134044237224478
TTC7A	1.115019126624172	0.01411489230283445
SYNPO	2.4525892672113283	0.01418321831368135
ADCY1	-2.4470154393304364	0.01440446684932892
PENK	-2.7761651619347356	0.01443843536567124
TMCC2	-1.3651385072201083	0.0149492520751808
GSTM3	1.2980486441617494	0.01529102105791879
LYG1	0.5272732512181104	0.01559451240828295
SUPT3H	-0.03252787709226883	0.01617961000871567
SYNM	1.0764205232121469	0.01671219440685504
WDR17	-0.9571269359519344	0.01684337100227369
ZNF208	-1.4758937584259264	0.01703990626873516
GOLT1A	-0.39215589846829824	0.01775973219602923
MOK	-1.1766488336092515	0.01797704066598232
SCGB3A1	0.326840438365748	0.01819913447425846
CERS1	1.1676295024194143	0.01876708154551598
LRRC73	-0.5287752539807101	0.01930699998736912
MAGI3	1.4343894815844684	0.02016059243023429
CKMT1A	1.9553203268510213	0.02056652863614816
SPEG	-0.5733809143450629	0.02065418910234313
WNT5A	1.721966102704658	0.02179911986510917
ZNF829	-0.6863615394815712	0.02252761463692755
STAC2	-1.6944000411942088	0.023245070077166
CLCA4	2.428385432518301	0.02325416182960077
CD209	1.762078770848096	0.02342560294107128
PRTG	-1.243430866230844	0.0236531548197598
TC2N	-1.181304149973407	0.02404107496366553
PNMT	2.2196878551155494	0.02416888310745935
SNAP91	2.086489276628931	0.02444910245591147
PAX8	-1.3731069166732968	0.0246413270177746
LRRC56	0.5639619328353179	0.02540041281021396
WDR91	1.2073393424730043	0.02553598701129755
PLA2G4C	0.502599853263861	0.02560369132996981
SCRG1	-0.8406722880592125	0.02574261624058033
TUBA8	1.8186983944521915	0.02583340932466472
PTGR2	1.9612707407264305	0.02626519343610892
CCT6B	-0.12383826009720976	0.02673859191028738
EMX2	2.2124659329999816	0.02693448757149888
FGF2	2.211840875059865	0.02697766171210262
RAB11FIP5	-1.6328057209031497	0.02754843298050219
RANBP3L	-2.203245168595715	0.02757747329897786
CCDC152	1.3483455385234595	0.02980050206686641
DGKD	-2.1685630215000846	0.03011587514939122
RASSF7	2.168080494274459	0.03015256266069715
CACNA1C	-1.4557301648663232	0.03022884761485873
SH3D19	0.04961990088185275	0.03067366989250407
PTPN13	1.5656400026166646	0.03068381648224448
CCDC191	-2.1548836138341527	0.03117094296628014
C2CD4C	-0.05802765549628264	0.0315867761449091
CBLN1	1.7839945685766678	0.03203303830179498
ZNF239	0.28461337686981997	0.03327365676126553
DPYSL3	-1.7001009094208823	0.03412660733944323
TMEM178A	1.7222117985257754	0.03420270481202425
STEAP3	-1.011586886805464	0.03427255268147431
ACSS3	-0.6950489498769511	0.03444974912242703
SMPD3	-0.8742853471734249	0.03465351508203147
CCNE1	2.109428480523804	0.03490761330280652
CHST3	2.1083290741544145	0.03500253474461178
ANLN	2.1079766274145157	0.03503301118571816
VWA1	-2.103746682039394	0.03540054999324773
ADRB1	2.098435817180241	0.03586666407522659
PNMA2	-0.8245626769059061	0.03612470047941758
FSCN1	-0.714258514566371	0.03650494105060611
CLDN3	0.9844017494574814	0.03653284572622578
REV3L	-2.426734095259183	0.03662409971377969
KCNG1	2.0819515769860275	0.03734689296139089
SPR	2.0784566441969266	0.03766732018967986
ZNF124	2.404307092554443	0.03845578873064839
VASH2	-1.0949095155753272	0.0386606095954185
FANK1	-1.1336587650108585	0.03877031377371636
RNF43	-1.0100862983816814	0.0395311899856894
ZNF490	-2.0548383089616835	0.03989462467286211
NLGN1	-2.0522240358476123	0.04014789459234302
GGT1	0.13140045113052262	0.04057799011667947
KCNN4	1.6103054242486692	0.04116436390772127
RGS18	2.037308735616706	0.04161911298288731
MUC6	0.01258460368996864	0.04237597125163759
HES6	1.9270657640818225	0.04306115950588233
EFCAB12	-0.03969721380665086	0.04403260537807738
RTN4RL2	-0.4947260761216009	0.04422917540253127
CHL1	-1.540348789788589	0.04544206423258316
TMEM232	-1.952396772259413	0.04609639956643093
CLUL1	-1.0442926662308507	0.04760250429434759
ZNF771	-1.0951611027056205	0.0485394824086227
SYCE3	-1.1579802178083307	0.04943996015509684
GH1	1.9542090338274531	0.05067650139356388
S1PR2	1.9492859181414812	0.05126128931729867
SLC22A18	1.0267390706910744	0.05215736021131184
MICALL2	1.9162860193081697	0.05258134651618264
CCDC3	0.7922240457967297	0.05302086493680602
MTHFD1L	-0.632828063411283	0.0538568151547165
XYLT1	-1.9225929241061808	0.05453119334683273
FREM1	-0.19463058910306197	0.05547980966514304
HHIP	-1.57086935130878	0.05584472558230909
HLA-DQB1	0.6040787191156796	0.05598235057800717
ZNF774	-1.0731405274172203	0.05619699187264275
HACD1	-1.785605568012636	0.05623732313509903
FZD6	0.7317837318879767	0.05665432396279825
MLXIPL	-0.19198892022174627	0.05749760765227139
DNAJB13	1.072978700838068	0.05801478556350231
PLEKHA6	-1.771659715995038	0.05804757722830848
KCNB1	-1.8900257757677847	0.05875451285738023
ART3	0.3349384796125068	0.05918058203450792
PCDH17	-1.8863373066890183	0.05924951500556275
ADRA1B	-1.8850852577878248	0.05941832805793953
FCGBP	-1.7120947445224637	0.06007667968780461
KLHL3	2.128884451050381	0.060446533314572
GREM1	1.9843992089622329	0.06069272093718913
OPLAH	-1.8752402638479344	0.06075967726435334
TMEM81	-2.1433166724701853	0.06105229693858509
COL11A2	-0.9802384141076828	0.06136243183151597
NKD1	-2.0851841758440415	0.06272950480527946
CKMT2	-0.15753822468411838	0.0635672319919513
WNT10A	-1.854925051516956	0.0636069300328543
REEP2	-1.6603532286366878	0.06417844215001589
IGF1	1.8487680495851893	0.06449131274374005
FAM153A	-1.771015421599266	0.06454458694972033
AMDHD2	1.5697635454524148	0.0658185902484923
PPFIA3	1.8328409048381675	0.06682623408108226
CDKN1C	1.8167610881731933	0.06925370337414347
FAR2	-1.3359108813283556	0.06929248954290472
IDUA	1.2316330256776948	0.06946763241458691
PRICKLE2	1.4458434686119988	0.07025990055152456
TK1	1.915161588359939	0.07049509729179329
TNFRSF11A	-1.5230132158554404	0.0710434517499795
C1QTNF4	1.9863030354164048	0.0711431727059824
LYNX1	0.7379402750697116	0.07117065263135323
FKBP11	1.7341598492113086	0.07159670542257375
C5orf58	0.39478448255931586	0.07203389942908055
NRN1	-1.7985961709507494	0.0720825835021368
PDE4C	1.358079301077016	0.07210479123990604
BDKRB2	0.9423593106388096	0.07254556079478304
GNRH1	1.794873690864665	0.07267382652722405
HCK	1.7946577776011592	0.07270824155766817
SNCAIP	-1.3461835585258326	0.07276113056634967
STX1A	0.8339008821059478	0.07280612547519093
CFAP70	0.9999454210606596	0.0729144401213935
CYP2R1	-1.7906866431921276	0.07334359430556965
SHTN1	1.7884278500931114	0.07370700641162793
PLB1	-1.938667061770731	0.07400196704563927
S100A2	-1.7604345090202465	0.07478657191693276
PDE1A	1.1677548241418223	0.07480169537972732
SMAD9	-1.664664941008407	0.07498506111901798
CNTN4	1.3550259643063725	0.07500846010019649
ZNF491	0.41748196795334974	0.07519159503805502
INHBA	-1.7763123501512867	0.07568144874129587
PIK3CD	0.03302875467386224	0.07583734744349473
RIPK2	0.19440836461618227	0.07621050377317502
LIME1	-0.3081606056514592	0.076315970221934315
CCDC40	-1.593950151685566	0.07794037197121494
ZSCAN1	1.6869549391683645	0.07794729178862014
SEMA5B	1.67243472270576	0.07798488615712208
A4GALT	1.731950684694094	0.07813688623716618
SPTBN2	-1.758493428281501	0.07866358877681726
SLC16A9	-1.7432510264029166	0.0789411350137456
CLEC2D	1.7561090281286134	0.07906979387587834
SGPP2	1.4431117005924743	0.07915499355762065
GABRB3	1.7530021902343085	0.07960163112727568
ZBTB7C	1.748145407182098	0.0804388520138581
EPN3	-0.8152976249956816	0.08081037750392836
HLA-DRB1	0.9631373061163824	0.08087428739086265
FZD8	1.7454560728674913	0.08090551242779281
PLCG2	-0.20271413498904509	0.08124511246957478
PCGF2	-1.7212042556097646	0.08130521265134158
SETBP1	1.7399282056437133	0.08187162526980198
NOTCH4	-0.11579660912984868	0.08258840563621944
CTRB2	1.7356140707139989	0.08263209632672144
LDHD	1.6061202523533475	0.0837822588431
ZNF112	-0.8149315523326484	0.08463871691929391
HES4	-1.7241560141367749	0.08467968231090042
ZNF503	0.07257982447384508	0.08522325530807326
DLG2	-1.7209074436274283	0.085267620645408
PECR	-0.12102897831583082	0.08537520749240637
ZNF404	1.8719264074494255	0.08551546135201653
MYH3	-0.9711964628933892	0.08579965657568825
COLGALT2	-0.6028064964186657	0.08608773833414601
EFCAB6	-0.28728763049453465	0.08609991746460258
EVA1B	1.0148317921308203	0.08638449753797024
COL5A2	1.7083543594335373	0.08757061048331702
BAIAP2L2	0.0674096411860073	0.08879692882298129
AADAT	1.6987445647945023	0.08900025380480411
WDR31	-1.8111221914289253	0.08921081624338494
ZNF135	0.00808749052928683	0.0901724219189948
ECSCR	-1.6925357627438695	0.09054386728690506
SH3PXD2B	-0.09767968089360136	0.09068656160423574
SLC15A2	1.1224257808958364	0.0911898370645861
CENPO	1.3249320896330028	0.09124171969779048
SPATA6	1.6478875561209367	0.0914921351512412
IQSEC3	-0.7698794283925109	0.09208481462431388
GPR180	-1.1064884037402736	0.0924946275618918
B3GNT9	-1.6799350551181085	0.09296995238777848
ZNF501	-0.5158988377465887	0.0929893772506202
PIEZO1	0.2847284307442828	0.09320938732611538
FIGN	0.9744432656120964	0.093273527769198325
SLC26A1	0.6418078512264243	0.09400097354453826
RECQL4	0.3663380367210736	0.09432524532000015
RWDD2A	-1.4946746581775112	0.09462034220495052
EIF2AK3	1.826695535078916	0.09498361319475712
GFRA1	1.7788290627799377	0.09532374920966193
FAM110C	-1.6669891918398356	0.09551655402725308
F2R	-1.6398225688335093	0.09630462659475432
PCDHB12	0.4013510972205578	0.09709964614931071
ANKRD36C	0.32381440748956947	0.09879822788689276
SNX20	-1.6492523498640836	0.09909594718213496
CISD3	0.983186055667994	0.09994910929711474
CSDC2	0.2639186351576451	0.0999687711060061
EXD3	0.8043492744069176	0.1002337759329701
GDPGP1	-0.9466356483168707	0.10070863289439548
ZNF284	-0.761219801675157	0.10083778638982988
LYPD5	0.4289979863018392	0.10158921355038752
NEK8	-1.6345091561001728	0.10215198528154185
MEDAG	1.6287471842781047	0.1033665496283939
CDA	-0.3514354529946674	0.10402225241244484
FCN3	-1.6244617817851803	0.10427729066304928
UBXN10	-1.433103008697034	0.10436891370344928
NQO1	1.6205389629426423	0.10511655165387336
SFTPC	-0.30180333968551504	0.10631123626891748
PCDHB2	1.1031553206235194	0.1069931555787376
PCDHB3	0.2892771088150763	0.1070869755761805
SNX14	-0.47509124247041745	0.1071423479792728
RHBDD3	-0.06793608589477572	0.1076758803881964
