gene_name	z_mean	pvalue
TIE1	5.079736811372541	1.0184294784889348e-7
CCDC184	-3.5485025171334836	2.135387675965988e-6
ARTN	4.871415978445411	2.4391377614665205e-6
HYAL3	-4.503336648283448	3.518533575627757e-6
DECR2	-0.15307240253523885	3.946152984816901e-6
PIDD1	4.176618775188916	4.194894653449177e-6
OSBPL6	-1.3001752499795445	5.161432378207753e-6
SEMA3B	-4.48796135539664	7.190796825353947e-6
SZT2	2.0573712520406695	1.087438218999571e-5
ZMYND10	4.210146058824204	2.5520564610358107e-5
MROH8	2.738905761563219	3.5968878625154226e-5
SPINK8	3.1557794684554903	4.384934545769915e-5
DENND1B	-4.028138117137288	5.62203143568597e-5
ICA1L	3.5182123945394346	8.985046467060465e-5
LDB2	3.901917858612811	9.543354488904304e-5
TMEM132A	3.859499522866928	1.1361947895565e-4
ARL4D	-3.8189019208147377	1.1619897546399e-4
CROCC	-2.816743621534575	1.2641753974434e-4
CPNE7	-3.441683574598369	1.6374759546063e-4
AOC2	-1.8183493807586868	2.4931142378108e-4
LYG1	2.597747335654513	2.6382018730155e-4
LPIN3	2.065918773625866	2.708320199691e-4
GCK	-3.625055074691773	2.8889987762717e-4
LINGO1	1.6721585473094591	3.1772894242271e-4
GALNT6	-0.9357365300766944	3.1836028022881e-4
PDIA2	-3.595434556706498	3.2385053491164e-4
DCHS1	-3.546644573004361	5.0804378230128e-4
ZC3H8	1.8902716409203617	6.6369561306107e-4
