gene_name	z_mean	pvalue	upregulated
TIE1	5.079736811372541	1.0184294784889348e-7	UP
ARTN	4.871415978445411	2.4391377614665205e-6	UP
PIDD1	4.176618775188916	4.194894653449177e-6	UP
SZT2	2.0573712520406695	1.087438218999571e-5	UP
ZMYND10	4.210146058824204	2.5520564610358107e-5	UP
MROH8	2.738905761563219	3.5968878625154226e-5	UP
SPINK8	3.1557794684554903	4.384934545769915e-5	UP
ICA1L	3.5182123945394346	8.985046467060465e-5	UP
LDB2	3.901917858612811	9.543354488904304e-5	UP
TMEM132A	3.859499522866928	1.1361947895565e-4	UP
LYG1	2.597747335654513	2.6382018730155e-4	UP
LPIN3	2.065918773625866	2.708320199691e-4	UP
LINGO1	1.6721585473094591	3.1772894242271e-4	UP
