gene_name	z_mean	pvalue	upregulated
MICA	-1.5146977970022208	6.229058888757665e-7	DOWN
CTTNBP2	-1.9312300049222784	1.833050749147997e-6	DOWN
ZKSCAN7	-4.7011798411460015	2.586625745400575e-6	DOWN
CYP7B1	-0.6131009584912421	5.294692842153195e-6	DOWN
HSPA1L	-1.1296140056592836	5.728431896241725e-6	DOWN
SEMA3B	-4.524622632680101	6.05033630447751e-6	DOWN
ZNF502	-3.4763859174154645	8.391670665587507e-6	DOWN
STK19	-1.1381634672795935	1.3319454919787308e-5	DOWN
SAMD5	-3.658646747293157	3.656108698433874e-5	DOWN
ABCA10	-3.320844898818479	5.232562412537681e-5	DOWN
RAB27B	-2.715197397248708	5.37438195520536e-5	DOWN
HLA-DQB2	-1.5404704961460125	2.3466308616729e-4	DOWN
GAREM2	-1.3713381321784497	2.4229954972659e-4	DOWN
CD40	-3.654549164894516	3.7923962941281e-4	DOWN
MFSD4A	-1.6566662903716225	4.0604279841878e-4	DOWN
EPHB2	-3.1118437352517767	4.7158733610532e-4	DOWN
ZNF501	-3.057771643430997	5.061242921204e-4	DOWN
ZNF660	-2.7881309227304456	5.1994004074799e-4	DOWN
ITIH4	-3.3228889164203803	5.2930172747102e-4	DOWN
HLA-C	-0.8817383402315762	5.366387094417e-4	DOWN
ST8SIA4	-3.4426844094706865	5.7597102495779e-4	DOWN
CALHM2	-2.701579999498544	6.8053074458631e-4	DOWN
RIMS3	-3.3858822200156857	7.0949827927455e-4	DOWN
COQ8A	-2.342088866558954	7.2607491943957e-4	DOWN
MICB	-3.308633200475516	7.27352560679e-4	DOWN
CTSF	-2.788216302567737	8.0181694105114e-4	DOWN
CCHCR1	-2.056954773102176	0.00104927514980806	DOWN
HLA-A	-1.083216583081907	0.0014569876223609801	DOWN
HLA-DRB1	-1.5541991821582517	0.00147305903715246	DOWN
PROS1	-1.5542574526359818	0.00148543881233215	DOWN
GARNL3	-0.62328932915631	0.00150095078863018	DOWN
ZNF718	-3.121841606803835	0.00151915641277306	DOWN
ITPRIPL1	-0.04813015683082956	0.00152796895592889	DOWN
MPPED2	-1.6419586287071375	0.00184928247872093	DOWN
ADD2	-0.6094760140544143	0.00189174031668009	DOWN
ZNF749	-2.9918278686877535	0.00229233424917192	DOWN
EMX2	-3.0283964866418893	0.00245855288613554	DOWN
HLA-DMA	-0.23910045377513656	0.00263683150526087	DOWN
NOTCH4	-0.949601543615241	0.00275898395341451	DOWN
PLXNA1	-1.6228468120862063	0.00285899345944006	DOWN
KIF26A	-1.5937416410772374	0.00317052060533534	DOWN
ACVRL1	-2.9335019067268786	0.0033516159563555	DOWN
VIPR2	-2.0421389035768787	0.00336544529004344	DOWN
ADGRE5	-0.02016682517624111	0.00340021865217558	DOWN
HGH1	-2.9034590242118186	0.00369065262719013	DOWN
DNAJB13	-1.4553745649097265	0.00401968505354919	DOWN
MRGPRF	-0.4302644378047583	0.00411074299782278	DOWN
PAQR4	-1.90081885066901	0.00426670265078387	DOWN
GLDN	-0.3014750535125412	0.00492691150673822	DOWN
DNAH7	-1.6968906678690272	0.00518763867837603	DOWN
AFAP1	-2.7421701488634844	0.00553612182307457	DOWN
MARCO	-1.2800735160403078	0.00567511835438024	DOWN
CFAP44	-1.5398533913067354	0.00571724913381586	DOWN
PDLIM4	-2.680338920131182	0.0058732781953369	DOWN
FSBP	-2.747211982215083	0.0060104273125383	DOWN
KCNK7	-1.766329536423373	0.0062156805671272	DOWN
RPS6KL1	-2.9102814406931627	0.00649284422585326	DOWN
JAK3	-0.7562519789192897	0.00650385463949043	DOWN
ZNF445	-2.057938678069546	0.00652728686301265	DOWN
CD8A	-2.923958758754494	0.00725567390032113	DOWN
ALG10B	-2.533011343602287	0.0074918716345536	DOWN
GRIA2	-0.9650300781581675	0.0075601206140376	DOWN
CD248	-2.6692971653803026	0.00760101673943565	DOWN
TBC1D16	-1.0522170138010227	0.00765820291615947	DOWN
SP6	-1.153009295108198	0.00781664630738912	DOWN
ARHGAP19	-1.822719644243672	0.00798399193400906	DOWN
GNAL	-1.2816901141075123	0.008437277255569	DOWN
DOC2B	-1.5255355899040095	0.00906505641955168	DOWN
C3orf18	-0.18410106226061165	0.00936965675433053	DOWN
