gene_name	z_mean	pvalue	upregulated
NEGR1	5.604104353953254	1.8380838273781618e-15	UP
LRFN5	3.963583769232253	5.399581977411881e-9	UP
EHMT2	1.0495119894698703	3.730541826648067e-8	UP
DENND1B	5.4168391389678225	6.066187073818209e-8	UP
SLC12A5	4.319605515952519	7.503165934335955e-8	UP
HLA-B	2.07955421374649	1.2491097332044586e-7	UP
VARS2	1.3228996804081432	2.8318254462292724e-5	UP
USP38	1.5283740884663706	3.196225536227956e-5	UP
C1QTNF4	3.744344465007056	3.240158426847825e-5	UP
ZNF391	1.5205409395917429	4.192173876648249e-5	UP
HLA-DQB1	1.180047244147529	5.5961953326473646e-5	UP
PCDHB2	1.8047961982774956	1.3455967113159e-4	UP
SMAD6	3.77890734314384	1.5751801761472e-4	UP
