gene_name	z_mean	pvalue
NEGR1	5.604104353953254	1.8380838273781618e-15
LRFN5	3.963583769232253	5.399581977411881e-9
EHMT2	1.0495119894698703	3.730541826648067e-8
DENND1B	5.4168391389678225	6.066187073818209e-8
SLC12A5	4.319605515952519	7.503165934335955e-8
HLA-B	2.07955421374649	1.2491097332044586e-7
MICA	-1.5146977970022208	6.229058888757665e-7
CTTNBP2	-1.9312300049222784	1.833050749147997e-6
ZKSCAN7	-4.7011798411460015	2.586625745400575e-6
CYP7B1	-0.6131009584912421	5.294692842153195e-6
HSPA1L	-1.1296140056592836	5.728431896241725e-6
SEMA3B	-4.524622632680101	6.05033630447751e-6
ZNF502	-3.4763859174154645	8.391670665587507e-6
STK19	-1.1381634672795935	1.3319454919787308e-5
VARS2	1.3228996804081432	2.8318254462292724e-5
USP38	1.5283740884663706	3.196225536227956e-5
C1QTNF4	3.744344465007056	3.240158426847825e-5
SAMD5	-3.658646747293157	3.656108698433874e-5
ZNF391	1.5205409395917429	4.192173876648249e-5
ABCA10	-3.320844898818479	5.232562412537681e-5
RAB27B	-2.715197397248708	5.37438195520536e-5
HLA-DQB1	1.180047244147529	5.5961953326473646e-5
PCDHB2	1.8047961982774956	1.3455967113159e-4
SMAD6	3.77890734314384	1.5751801761472e-4
FIGN	1.5960704957227625	2.0320635554936e-4
HLA-DQB2	-1.5404704961460125	2.3466308616729e-4
GAREM2	-1.3713381321784497	2.4229954972659e-4
ZNF132	3.5895369559524717	2.7674116584421e-4
