gene_name	z_mean	pvalue	upregulated
GABBR1	4.2123718326074435	4.0626083500363315e-5	UP
CCDC122	0.3519373720598368	1.4628124992299e-4	UP
MANBA	1.5913479032307785	1.5065832454915e-4	UP
FAM167A	2.82208527308103	9.7178520855876e-4	UP
PLEKHM1	1.49535237140022	0.00117517443379254	UP
THUMPD2	1.808518570832674	0.00126672252022953	UP
TSPAN18	0.4784029214728917	0.00164104926952549	UP
S1PR2	3.087659100318825	0.00201739749164827	UP
SOX7	1.1615059414080693	0.00204209679808899	UP
ZNF365	0.43695084604291834	0.0026018374320543	UP
PRSS3	1.1821479812881104	0.00274354778728976	UP
CENPJ	2.338889250044698	0.00317281403606788	UP
GRIA2	0.6020579652350336	0.00430258124191596	UP
ACTN2	2.071720056644038	0.00454952246550933	UP
LSP1	2.7196299364220087	0.00484798691671581	UP
ITGA2	2.8633416382892616	0.00534145921642622	UP
ZNF132	2.7494009624827003	0.00557660547345586	UP
HLA-DPB1	1.1632522519175854	0.00598424227001258	UP
CLIP3	2.7235552697424734	0.0064583408350694	UP
SPOCK3	2.7126088226816543	0.0066755858349626	UP
CHAD	0.15121483400282615	0.00668543962317084	UP
CA14	0.2138527647337519	0.00716866100707119	UP
VPS37D	0.48750816052693147	0.00735613343750013	UP
MAPT	0.47136483344264457	0.0079232318602436309	UP
P3H2	2.642471626144498	0.00823033609938865	UP
RAB11FIP4	1.2170788180476997	0.00858618070109963	UP
ARHGAP27	1.7403342543976947	0.00888667672829628	UP
TRIM27	2.609229608277128	0.00907463304597309	UP
IQCH	2.1291778661227805	0.00939852845559011	UP
ATP23	2.527389946964975	0.01005599011203193	UP
SH3D19	1.0782990790274405	0.01022754455214545	UP
HSD11B2	2.5613645992416623	0.01042618736429858	UP
TMEM51	0.5082198838086807	0.01109405876005989	UP
LRFN4	2.5334051117578844	0.01129603189255722	UP
TBXAS1	2.525406353247002	0.01155645769153702	UP
CHST9	0.5447109763634704	0.01163205083616931	UP
PARVA	2.094500548871289	0.01257550509631603	UP
SLC35G2	0.7434288436289218	0.01356046467801933	UP
FAM110D	2.7390120370525572	0.01476790145542348	UP
ELL3	2.3905231705285703	0.01682438750337349	UP
