gene	gene_name	pvalue	n	n_indep	p_i_best	t_i_best	p_i_worst	t_i_worst	eigen_max	eigen_min	eigen_min_kept	z_min	z_max	z_mean	z_sd	tmi	status
ENSG00000278041.1	RP5-984P4.6	5.595263841366584e-07	2.0	2.0	1.2254750693606403e-07	Brain_Hypothalamus	0.007105900192293783	Brain_Cerebellum	1.3492724430506762	0.6507275569493237	0.6507275569493237	-5.2896546801326405	-2.691840116096741	-3.990747398114691	1.836932294494959	2.0	0
ENSG00000171044.10	XKR6	4.76834789184369e-06	1.0	1.0	4.768347891843676e-06	Brain_Anterior_cingulate_cortex_BA24	4.768347891843676e-06	Brain_Anterior_cingulate_cortex_BA24	1.0	1.0	1.0	4.574729881239013	4.574729881239013	4.574729881239013	NA	1.0	0
ENSG00000130695.14	CEP85	1.343657260646698e-05	11.0	5.0	1.3419011383441973e-05	Brain_Putamen_basal_ganglia	0.19816666915287495	Brain_Hippocampus	7.2168901996447	0.018148845895379583	0.420023537749984	-4.353158410154561	3.0005525068074816	-1.7360836175735406	1.7966887570525263	4.999999999999999	0
ENSG00000154328.15	NEIL2	1.9708735237989305e-05	9.0	7.0	0.00038910249145993064	Brain_Anterior_cingulate_cortex_BA24	0.9593901973238799	Brain_Amygdala	6.071236036487015	0.13027031169537434	0.22058028104048974	-3.5473667722873397	-0.05091883436499613	-1.969283685102738	1.186433437992676	6.999999999999998	0
ENSG00000204681.10	GABBR1	4.0626083500363315e-05	8.0	4.0	6.871360417484255e-07	Brain_Anterior_cingulate_cortex_BA24	0.0010062118769414206	Brain_Frontal_Cortex_BA9	6.132414194778509	0.06289122796037631	0.34741069589273504	3.2887840687552767	4.964964595041632	4.2123718326074435	0.5297676447918471	3.9999999999999982	0
ENSG00000230561.4	CCDC192	4.6177476887084816e-05	2.0	2.0	0.0008414276658315121	Brain_Cortex	0.0009834694439540873	Brain_Putamen_basal_ganglia	1.1021815335860259	0.8978184664139741	0.8978184664139741	-3.2952134579024746	3.338794564898703	0.021790553498114207	4.690952059368673	2.0000000000000004	0
ENSG00000227456.7	LINC00310	6.509001813249782e-05	1.0	1.0	6.509001813249776e-05	Brain_Hippocampus	6.509001813249776e-05	Brain_Hippocampus	1.0	1.0	1.0	3.993554830551148	3.993554830551148	3.993554830551148	NA	1.0	0
ENSG00000184922.13	FMNL1	6.902179802157006e-05	3.0	2.0	1.9535692646499132e-05	Brain_Cerebellar_Hemisphere	0.050900072203267865	Brain_Amygdala	2.0874523412009656	0.02585080419363381	0.8866968546054007	-4.270132439673668	1.9523212827192973	-2.1850325843010867	3.5830911903095477	2.0000000000000004	0
ENSG00000248538.6	RP11-10A14.5	8.067853834344349e-05	1.0	1.0	8.06785383434433e-05	Brain_Putamen_basal_ganglia	8.06785383434433e-05	Brain_Putamen_basal_ganglia	1.0	1.0	1.0	3.942375482632308	3.942375482632308	3.942375482632308	NA	1.0	0
ENSG00000232300.1	FAM215B	8.153958701224165e-05	2.0	2.0	3.714707596161848e-05	Brain_Cerebellum	0.002258641943330841	Brain_Cerebellar_Hemisphere	1.8896596659600577	0.11034033403994202	0.11034033403994202	3.0539307725606286	4.124543515089795	3.589237143825212	0.7570375302671007	2.000000000000001	0
