gene_name	z_mean	pvalue
GABBR1	4.2123718326074435	4.0626083500363315e-5
CCDC122	0.3519373720598368	1.4628124992299e-4
MANBA	1.5913479032307785	1.5065832454915e-4
CADM2	-0.36573104147064744	1.6084925406089e-4
PTPN20	-1.5999623703368224	7.9985566160256e-4
FAM167A	2.82208527308103	9.7178520855876e-4
ARL17B	-0.8340119365312768	9.9086722508196e-4
HAP1	-0.8392680032950066	0.00112823032469847
PLEKHM1	1.49535237140022	0.00117517443379254
THUMPD2	1.808518570832674	0.00126672252022953
RGS5	-3.1928170842614274	0.00140892163573601
TSPAN18	0.4784029214728917	0.00164104926952549
S1PR2	3.087659100318825	0.00201739749164827
SOX7	1.1615059414080693	0.00204209679808899
ZNF365	0.43695084604291834	0.0026018374320543
PRSS3	1.1821479812881104	0.00274354778728976
AADAT	-1.8655465677232743	0.00295895409240832
CENPJ	2.338889250044698	0.00317281403606788
RHCE	-2.8797090878573	0.00331857596391913
PLCD4	-0.513316940211734	0.00385833486496953
SLC39A8	-0.49513690592012166	0.00409745834927593
GRIA2	0.6020579652350336	0.00430258124191596
ACTN2	2.071720056644038	0.00454952246550933
LSP1	2.7196299364220087	0.00484798691671581
FGR	-2.8140229708390088	0.00489257321263375
ITGA2	2.8633416382892616	0.00534145921642622
ZNF132	2.7494009624827003	0.00557660547345586
MAP6D1	-0.699815096210211	0.00559000083563699
