gene_name	z_mean	pvalue	upregulated
CCHCR1	-6.852892468833891	4.333714985006775e-17	DOWN
HLA-DMA	-7.962396974872756	1.107194019048826e-16	DOWN
HLA-DMB	-7.659198481678841	1.8485926928509952e-15	DOWN
AGER	-5.629239052762742	7.431592323986794e-15	DOWN
BRD2	-4.131098897136711	1.3587186956524937e-13	DOWN
ZNF391	-3.4303723307932725	5.3805023114112565e-9	DOWN
TNFRSF13C	-3.463488264039821	7.740654108699472e-9	DOWN
MICB	-4.9358580457463725	1.7252330838896422e-8	DOWN
TYW5	-4.908570678971348	2.349615032345687e-8	DOWN
HLA-B	-0.9014500755959466	7.820207629017342e-8	DOWN
ASPHD1	-3.8887448981476695	3.8103805783037236e-7	DOWN
ZAP70	-0.6277348652501206	4.216305537076384e-7	DOWN
HLA-C	-4.777511525523741	4.307038856228185e-7	DOWN
CPEB1	-3.99698427797656	8.555885253736777e-7	DOWN
CFB	-4.780454171675072	1.7489962604674577e-6	DOWN
HLA-DQB2	-1.5787699710031102	1.565341085760485e-5	DOWN
CENPM	-4.010289491104402	2.1503810293129907e-5	DOWN
ITIH4	-4.0535514113235545	2.2902634495437377e-5	DOWN
PRSS35	-1.4366791920179092	2.6875950339223e-5	DOWN
FBXO41	-2.43257503215191	2.9892187998710266e-5	DOWN
ALMS1	-2.955905729964893	3.3050959959948436e-5	DOWN
NFAM1	-4.093770613179496	4.244142062634429e-5	DOWN
IL17RB	-0.3933257369994695	4.559688526740915e-5	DOWN
MGAT3	-2.8643593778204712	6.284563336167147e-5	DOWN
GPR27	-2.043480519795204	6.649355156805424e-5	DOWN
AP3B2	-2.8608589600031022	8.657354660710269e-5	DOWN
FAM178B	-1.9371372688582429	1.176444842932e-4	DOWN
CTSF	-2.7159020161183314	1.2069392201337e-4	DOWN
ZNF112	-3.3292740232029483	1.2815898449111e-4	DOWN
ELMO3	-1.2143277784176711	1.3850429615968e-4	DOWN
ZNF235	-2.838920497602781	1.4590706725371e-4	DOWN
CA12	-3.1326283066835714	1.4861415523264e-4	DOWN
SPIRE2	-2.394679305996062	1.6177269526261e-4	DOWN
WNT2B	-2.069384634376511	1.7295918839579e-4	DOWN
DLG2	-3.746250694851689	1.7949721619623e-4	DOWN
NTAN1	-2.339101703465963	1.9307374318585e-4	DOWN
CACNA1C	-2.5966784917318155	1.9465661946966e-4	DOWN
FABP3	-3.7861185063111784	2.0472326346131e-4	DOWN
SEMA4G	-0.08383680267032112	2.7470479197969e-4	DOWN
SMPD3	-0.07585746752407985	2.9051053971923e-4	DOWN
KCNK3	-1.797534575496525	2.9432714145721e-4	DOWN
B3GAT1	-0.2869019482615489	2.9716413467485e-4	DOWN
PRSS3	-2.419885553552219	3.1544183873272e-4	DOWN
EFS	-3.5972366356644945	3.2161586918021e-4	DOWN
PCDHB5	-0.40902731785893653	3.3448431769029e-4	DOWN
SLC35G2	-2.8341715559500633	3.9002672913349e-4	DOWN
KCNN3	-3.7152025297842783	4.6976914916967e-4	DOWN
ARHGAP27	-0.9582690648572147	5.183505211666e-4	DOWN
ATAD5	-3.095470298346927	5.4164731641427e-4	DOWN
MANEAL	-3.4503532395910663	5.5985347630983e-4	DOWN
FGD3	-2.2179436518969755	6.4304924631597e-4	DOWN
ZBTB37	-3.3974321448610185	6.8021455093188e-4	DOWN
LAMC3	-3.3906280149333643	6.973267892183e-4	DOWN
ITPR3	-1.8936823467186392	7.0580035764385e-4	DOWN
ARL17B	-2.7606089594445895	7.2398615589969e-4	DOWN
CASQ1	-2.8862573234805904	7.5418972304307e-4	DOWN
RPS6KL1	-3.222158768801284	7.635379851537e-4	DOWN
KCNK7	-1.5999861722856732	8.1910774172569e-4	DOWN
HSD11B2	-3.308890677378969	9.3666403252382e-4	DOWN
FAM81A	-3.305781247971117	9.4711998660115e-4	DOWN
MICA	-2.4996146508806913	9.5073864504926e-4	DOWN
PLEKHM1	-0.7112066558528813	0.00107467203813992	DOWN
MC1R	-0.6452442870595436	0.00108455365311228	DOWN
KHK	-3.1762504365517095	0.00131155919374654	DOWN
GAL3ST1	-0.8654737014259463	0.00137556624207145	DOWN
MAPT	-0.6982598086790448	0.00143405994267821	DOWN
KIF26A	-1.8987691156321276	0.00149382194627133	DOWN
RTN4RL2	-3.42310754137546	0.00155248305291429	DOWN
CBR3	-2.912173082179009	0.00167063302956008	DOWN
ZNF365	-2.3704579927084857	0.00172794198635379	DOWN
RGS6	-3.1087970943950096	0.001878506773369	DOWN
TNIK	-1.3061413316750945	0.00190018017137173	DOWN
TAL1	-0.8058760516612736	0.0021147077157091	DOWN
DNAJC25	-1.216643106654384	0.00219021111272022	DOWN
DBNDD1	-0.23521227647128037	0.00225285593116745	DOWN
SLC27A3	-2.7866786418331357	0.00231691497640743	DOWN
TNFRSF11B	-3.0439969657988017	0.00233457495025799	DOWN
