gene	gene_name	pvalue	n	n_indep	p_i_best	t_i_best	p_i_worst	t_i_worst	eigen_max	eigen_min	eigen_min_kept	z_min	z_max	z_mean	z_sd	tmi	status
ENSG00000235109.7	ZSCAN31	5.879355104322239e-25	12.0	3.0	1.6286585524993377e-16	Brain_Hypothalamus	0.09804477086387887	Brain_Cerebellar_Hemisphere	9.667430522062974	0.01430601061924315	0.32377082620259245	-8.246672585740438	2.6455881746396908	-4.570863822524109	3.378207157042071	3.0000000000000013	0
ENSG00000234127.8	TRIM26	7.130942849226825e-23	6.0	5.0	4.2033347005907754e-24	Brain_Caudate_basal_ganglia	0.46958537751429064	Brain_Anterior_cingulate_cortex_BA24	3.7242585290130563	0.08382773089304967	0.27203482560184566	-10.126763228946741	-0.7231538352268501	-6.8182107509379675	3.4324195771048793	5.000000000000001	0
ENSG00000204410.14	MSH5	3.7433699150010766e-20	2.0	2.0	5.416500079668087e-21	Brain_Putamen_basal_ganglia	0.0006596873545521011	Brain_Cerebellar_Hemisphere	1.2549542479412923	0.7450457520587076	0.7450457520587076	3.405807254164062	9.400770410029462	6.403288832096762	4.23907910047593	2.000000000000001	0
ENSG00000112812.15	PRSS16	4.385748214725727e-20	3.0	3.0	2.1497572411496376e-19	Brain_Cerebellar_Hemisphere	8.809823599824084e-17	Brain_Cerebellum	2.6050211408993946	0.11743792380176972	0.11743792380176972	-9.005351663882353	-8.319818334534299	-8.717885599596093	0.3558980972434373	3.0000000000000018	0
ENSG00000281831.1	HCP5B	1.1981322793577909e-19	12.0	4.0	1.7635862730197258e-12	Brain_Substantia_nigra	0.47474145151572145	Brain_Cerebellar_Hemisphere	9.071111180218415	0.02369360895190952	0.3167144799055353	-7.052004398013303	1.0395059376277267	-2.5488010157459606	2.379124487432658	4.000000000000001	0
ENSG00000244731.7	C4A	5.058126988008709e-19	11.0	2.0	1.0990326406510621e-21	Brain_Nucleus_accumbens_basal_ganglia	4.4247739616849664e-13	Brain_Amygdala	9.364790266485286	0.042972590244800574	0.3932646255442374	7.241889165362703	9.567140530970896	8.254796049132795	0.7111132573267036	2.0	0
ENSG00000270604.5	HCG17	6.9363796445116125e-19	12.0	4.0	1.3559407593299514e-21	Brain_Putamen_basal_ganglia	1.1650975907260956e-05	Brain_Cerebellar_Hemisphere	9.15892777211274	0.03332242084764749	0.4173818215269035	4.3840187119025655	9.54539180870577	7.385837936692492	1.6904329778791545	3.999999999999998	0
ENSG00000137185.11	ZSCAN9	1.399483283758477e-18	7.0	6.0	2.649869616257649e-15	Brain_Cerebellum	0.44735913451703624	Brain_Nucleus_accumbens_basal_ganglia	4.144231175193164	0.119657423205198	0.19859872222596825	-7.906377426747521	1.7937026548789299	-1.9172543785396066	3.705162135867563	6.0	0
ENSG00000146109.4	ABT1	2.5151124666342847e-18	4.0	4.0	3.226043295668769e-20	Brain_Cerebellum	0.9965017983159213	Brain_Cortex	1.8775103781207096	0.33366093443149947	0.33366093443149947	-2.9578513113196188	9.21116499464542	1.2630424218858327	5.436501881999079	4.000000000000002	0
ENSG00000224389.8	C4B	2.787712400165292e-17	9.0	8.0	1.876592291998638e-17	Brain_Cerebellum	0.3828891942511067	Brain_Substantia_nigra	4.748676299783092	0.15788054372247678	0.26997091940080165	-8.501188577537532	-0.8725852295154255	-4.389213275808607	2.5555463005910966	8.000000000000004	0
ENSG00000204531.17	POU5F1	4.260075885845111e-17	11.0	7.0	5.456368345468086e-10	Brain_Frontal_Cortex_BA9	0.9578270803121259	Brain_Hypothalamus	6.682514325389773	0.05840353971252045	0.2344595235696147	-6.20538348820318	0.7130093690086192	-2.6060152001570587	2.3872698929699316	6.9999999999999964	0
ENSG00000204536.13	CCHCR1	4.333714985006775e-17	5.0	3.0	1.517046103140127e-16	Brain_Cerebellar_Hemisphere	3.612012758825476e-06	Brain_Cortex	3.9801176360696964	0.0911803851626522	0.35589975034894294	-8.2551554874186	-4.6325430033235175	-6.852892468833891	1.4955220001210028	3.0	0
ENSG00000137338.5	PGBD1	1.0364448159953278e-16	6.0	5.0	6.621910539068526e-15	Brain_Cerebellar_Hemisphere	0.39337301714293016	Brain_Anterior_cingulate_cortex_BA24	3.0305649270053925	0.05842297890776859	0.3377295006298502	-7.791498489322981	1.1167386939205235	-3.9592675316877464	4.036210827655863	4.999999999999999	0
ENSG00000204257.14	HLA-DMA	1.107194019048826e-16	8.0	2.0	6.339879049754116e-19	Brain_Cerebellum	9.154285077376781e-09	Brain_Nucleus_accumbens_basal_ganglia	7.0790183154987245	0.00568551288570932	0.510063614495657	-8.885911536100368	-5.745697473121001	-7.962396974872756	1.1227534979183493	2.0	0
ENSG00000204290.10	BTNL2	3.0762155218310503e-16	5.0	5.0	1.9172831374490133e-15	Brain_Frontal_Cortex_BA9	0.7156200905982947	Brain_Cerebellar_Hemisphere	2.439098781257949	0.2630715864362385	0.2630715864362385	-0.8328685549592276	7.946581787644832	3.030338755146979	3.574540880232477	5.000000000000001	0
ENSG00000272912.1	RP11-724N1.1	3.558726483518584e-16	4.0	4.0	1.5571447183541275e-15	Brain_Cerebellum	5.664470790368846e-05	Brain_Hypothalamus	2.621015529922264	0.14870615116813438	0.14870615116813438	4.02636927322805	7.9723267280763235	5.605270686601232	1.6799263250604846	4.0	0
ENSG00000204632.11	HLA-G	5.122793162005265e-16	8.0	5.0	8.51675306834669e-15	Brain_Nucleus_accumbens_basal_ganglia	0.013366507530332012	Brain_Amygdala	5.5416431052469415	0.07793320698435169	0.29441275891368013	2.4738519496075857	7.759644868784987	5.406243022336817	1.6042909436360893	4.9999999999999964	0
ENSG00000137312.14	FLOT1	6.731577319592394e-16	7.0	5.0	8.825094447296719e-18	Brain_Cortex	0.0031528682707089566	Brain_Frontal_Cortex_BA9	4.885561300994796	0.09068089038549451	0.1663907779850873	-8.588319021515144	-2.952426786270528	-5.991854719154223	1.8918424521723864	5.0	0
ENSG00000213722.8	DDAH2	1.122807232585687e-15	6.0	4.0	3.975267714337915e-15	Brain_Cerebellar_Hemisphere	0.13489414054882715	Brain_Anterior_cingulate_cortex_BA24	4.377110952766419	0.04819075210289448	0.21696222159081707	1.4950777937724893	7.855705928233048	5.077080562998047	2.7979200219358944	3.9999999999999996	0
ENSG00000187987.9	ZSCAN23	1.1289569284353432e-15	9.0	4.0	9.433503955691583e-15	Brain_Substantia_nigra	1.0016529664572581e-05	Brain_Nucleus_accumbens_basal_ganglia	6.908877368336222	0.03470446469374667	0.27564975583971596	-7.746668186328334	-4.416816278302021	-6.475641962173163	1.173632364542002	4.000000000000002	0
