gene_name	z_mean	pvalue
CCHCR1	-6.852892468833891	4.333714985006775e-17
HLA-DMA	-7.962396974872756	1.107194019048826e-16
HLA-DMB	-7.659198481678841	1.8485926928509952e-15
AGER	-5.629239052762742	7.431592323986794e-15
NOTCH4	5.001010862484907	1.0353557669143495e-13
BRD2	-4.131098897136711	1.3587186956524937e-13
PPP1R13B	2.164386419402263	6.14448868405407e-10
ZNF391	-3.4303723307932725	5.3805023114112565e-9
TNFRSF13C	-3.463488264039821	7.740654108699472e-9
MICB	-4.9358580457463725	1.7252330838896422e-8
TYW5	-4.908570678971348	2.349615032345687e-8
MFSD13A	0.5309362386887307	4.4603162623391954e-8
HLA-B	-0.9014500755959466	7.820207629017342e-8
HLA-DQB1	4.28638861118894	1.2198277283768534e-7
EHMT2	3.050161413541396	2.1892197005936613e-7
HLA-DRB5	5.021975746057336	3.156598201728876e-7
HLA-DRB1	1.4802277702244877	3.585488745753882e-7
ASPHD1	-3.8887448981476695	3.8103805783037236e-7
ZAP70	-0.6277348652501206	4.216305537076384e-7
HLA-C	-4.777511525523741	4.307038856228185e-7
CPEB1	-3.99698427797656	8.555885253736777e-7
ATP6V1G2	2.3312887251079455	1.2393498647942795e-6
CFB	-4.780454171675072	1.7489962604674577e-6
GLYCTK	4.086945414588562	2.6414820362868825e-6
PACSIN3	2.417359642706759	3.073164576388747e-6
VARS2	4.692697188909155	4.311327877612963e-6
REEP2	2.1517161644331426	5.331811316087252e-6
RNF112	2.178578925193629	1.2076105268054748e-5
