gene_name	z_mean	pvalue	upregulated
NOTCH4	5.001010862484907	1.0353557669143495e-13	UP
PPP1R13B	2.164386419402263	6.14448868405407e-10	UP
MFSD13A	0.5309362386887307	4.4603162623391954e-8	UP
HLA-DQB1	4.28638861118894	1.2198277283768534e-7	UP
EHMT2	3.050161413541396	2.1892197005936613e-7	UP
HLA-DRB5	5.021975746057336	3.156598201728876e-7	UP
HLA-DRB1	1.4802277702244877	3.585488745753882e-7	UP
ATP6V1G2	2.3312887251079455	1.2393498647942795e-6	UP
GLYCTK	4.086945414588562	2.6414820362868825e-6	UP
PACSIN3	2.417359642706759	3.073164576388747e-6	UP
VARS2	4.692697188909155	4.311327877612963e-6	UP
REEP2	2.1517161644331426	5.331811316087252e-6	UP
RNF112	2.178578925193629	1.2076105268054748e-5	UP
